user_id,registration_date,country,device,experiment_group
202,2026-01-13,FR,mobile,B
203,2026-01-15,US,desktop,A
204,2026-01-11,DE,desktop,B
205,2026-01-29,US,mobile,B
206,2026-01-04,FR,mobile,B
207,2026-01-13,UK,desktop,B
208,2026-01-07,DE,mobile,A
209,2026-01-27,US,desktop,A
210,2026-01-19,US,desktop,B
211,2026-01-22,DE,desktop,A
212,2026-01-28,UK,desktop,B
213,2026-01-02,UK,mobile,B
214,2026-01-10,UK,mobile,B
215,2026-01-13,FR,mobile,B
216,2026-01-30,US,mobile,B
217,2026-01-25,US,desktop,A
218,2026-01-21,US,desktop,B
219,2026-01-06,FR,mobile,A
220,2026-01-28,US,desktop,A
221,2026-01-28,FR,desktop,B
222,2026-01-12,UK,desktop,B
223,2026-01-12,DE,mobile,B
224,2026-01-20,US,mobile,B
225,2026-01-30,US,mobile,B
226,2026-01-30,UK,desktop,A
227,2026-01-11,DE,mobile,B
228,2026-01-26,FR,mobile,B
229,2026-01-23,DE,mobile,A
230,2026-01-28,UK,mobile,A
231,2026-01-25,UK,mobile,B
232,2026-01-07,DE,mobile,A
233,2026-01-30,FR,desktop,B
234,2026-01-01,FR,desktop,A
235,2026-01-01,US,mobile,A
236,2026-01-25,FR,mobile,B
237,2026-01-27,DE,desktop,A
238,2026-01-30,UK,desktop,A
239,2026-01-25,US,mobile,A
240,2026-01-20,US,mobile,A
241,2026-01-13,UK,mobile,A
242,2026-01-09,FR,mobile,A
243,2026-01-03,UK,desktop,B
244,2026-01-07,FR,mobile,B
245,2026-01-06,UK,mobile,A
246,2026-01-08,DE,mobile,B
247,2026-01-27,FR,mobile,B
248,2026-01-09,DE,desktop,B
249,2026-01-30,US,desktop,A
250,2026-01-05,UK,desktop,B
251,2026-01-01,US,mobile,A
252,2026-01-19,US,mobile,B
253,2026-01-10,US,desktop,A
254,2026-01-12,US,mobile,A
255,2026-01-24,UK,mobile,B
256,2026-01-15,US,desktop,B
257,2026-01-27,UK,desktop,A
258,2026-01-22,UK,desktop,B
259,2026-01-24,DE,desktop,B
260,2026-01-09,FR,mobile,B
261,2026-01-20,FR,mobile,A
262,2026-01-17,UK,desktop,A
263,2026-01-30,DE,mobile,B
264,2026-01-17,UK,desktop,B
265,2026-01-26,UK,desktop,B
266,2026-01-20,UK,mobile,A
267,2026-01-12,DE,desktop,A
268,2026-01-30,FR,mobile,B
269,2026-01-07,DE,mobile,B
270,2026-01-02,US,mobile,B
271,2026-01-03,DE,mobile,B
272,2026-01-17,DE,desktop,B
273,2026-01-05,DE,mobile,B
274,2026-01-17,DE,desktop,A
275,2026-01-24,FR,desktop,B
276,2026-01-17,US,desktop,A
277,2026-01-27,FR,desktop,B
278,2026-01-17,FR,mobile,B
279,2026-01-02,DE,mobile,A
280,2026-01-02,UK,desktop,A
281,2026-01-28,UK,desktop,A
282,2026-01-22,FR,mobile,A
283,2026-01-23,FR,desktop,B
284,2026-01-05,DE,mobile,A
285,2026-01-01,FR,desktop,B
286,2026-01-01,DE,mobile,A
287,2026-01-19,UK,desktop,B
288,2026-01-30,UK,desktop,B
289,2026-01-02,US,mobile,B
290,2026-01-21,UK,desktop,B
291,2026-01-12,FR,desktop,B
292,2026-01-26,UK,mobile,B
293,2026-01-06,DE,desktop,A
294,2026-01-23,UK,mobile,B
295,2026-01-04,US,mobile,A
296,2026-01-23,UK,desktop,A
297,2026-01-11,DE,desktop,B
298,2026-01-24,DE,desktop,A
299,2026-01-27,FR,desktop,B
300,2026-01-17,UK,desktop,A
301,2026-01-06,DE,desktop,B
302,2026-01-24,US,desktop,A
303,2026-01-05,FR,mobile,B
304,2026-01-20,US,desktop,B
305,2026-01-02,UK,mobile,B
306,2026-01-06,UK,desktop,B
307,2026-01-22,UK,desktop,A
308,2026-01-11,FR,mobile,B
309,2026-01-16,DE,desktop,A
310,2026-01-16,FR,desktop,A
311,2026-01-01,US,mobile,A
312,2026-01-09,FR,desktop,B
313,2026-01-28,US,desktop,A
314,2026-01-27,FR,desktop,A
315,2026-01-06,DE,mobile,A
316,2026-01-16,US,desktop,B
317,2026-01-29,UK,desktop,B
318,2026-01-03,UK,desktop,A
319,2026-01-20,FR,desktop,B
320,2026-01-28,UK,mobile,B
321,2026-01-27,US,mobile,A
322,2026-01-04,UK,desktop,A
323,2026-01-19,DE,desktop,B
324,2026-01-26,DE,mobile,A
325,2026-01-03,FR,mobile,B
326,2026-01-19,US,desktop,B
327,2026-01-20,DE,mobile,B
328,2026-01-07,DE,desktop,B
329,2026-01-20,US,mobile,B
330,2026-01-09,UK,mobile,B
331,2026-01-01,UK,mobile,A
332,2026-01-08,FR,mobile,A
333,2026-01-07,UK,desktop,B
334,2026-01-18,US,mobile,B
335,2026-01-08,DE,mobile,B
336,2026-01-01,UK,desktop,A
337,2026-01-11,FR,mobile,B
338,2026-01-28,UK,mobile,A
339,2026-01-25,US,desktop,B
340,2026-01-25,FR,mobile,B
341,2026-01-18,UK,desktop,A
342,2026-01-23,FR,desktop,A
343,2026-01-30,US,desktop,B
344,2026-01-10,DE,desktop,B
345,2026-01-03,US,mobile,B
346,2026-01-07,US,desktop,A
347,2026-01-28,US,mobile,A
348,2026-01-16,US,mobile,A
349,2026-01-26,DE,mobile,A
350,2026-01-16,DE,mobile,A
351,2026-01-25,FR,mobile,A
352,2026-01-20,UK,mobile,B
353,2026-01-28,DE,mobile,B
354,2026-01-17,DE,mobile,A
355,2026-01-02,UK,mobile,B
356,2026-01-01,DE,mobile,B
357,2026-01-16,US,desktop,A
358,2026-01-30,US,desktop,B
359,2026-01-12,UK,desktop,A
360,2026-01-05,FR,mobile,A
361,2026-01-05,FR,desktop,B
362,2026-01-27,UK,desktop,A
363,2026-01-23,UK,desktop,A
364,2026-01-09,US,mobile,A
365,2026-01-09,FR,mobile,A
366,2026-01-03,DE,mobile,A
367,2026-01-19,US,mobile,A
368,2026-01-16,UK,desktop,A
369,2026-01-16,FR,desktop,A
370,2026-01-03,DE,desktop,B
371,2026-01-20,DE,desktop,B
372,2026-01-24,US,mobile,B
373,2026-01-22,FR,mobile,A
374,2026-01-24,FR,mobile,A
375,2026-01-01,UK,desktop,B
376,2026-01-24,FR,mobile,B
377,2026-01-20,FR,mobile,B
378,2026-01-11,US,desktop,A
379,2026-01-17,FR,desktop,B
380,2026-01-08,DE,mobile,B
381,2026-01-04,US,mobile,A
382,2026-01-06,US,mobile,B
383,2026-01-08,UK,mobile,A
384,2026-01-20,FR,mobile,A
385,2026-01-30,UK,mobile,A
386,2026-01-03,DE,desktop,B
387,2026-01-16,US,desktop,B
388,2026-01-30,US,desktop,A
389,2026-01-25,US,mobile,B
390,2026-01-03,DE,desktop,B
391,2026-01-25,DE,mobile,B
392,2026-01-29,UK,mobile,B
393,2026-01-18,UK,desktop,A
394,2026-01-14,UK,mobile,B
395,2026-01-18,FR,mobile,A
396,2026-01-02,US,desktop,A
397,2026-01-22,US,desktop,B
398,2026-01-03,UK,desktop,A
399,2026-01-16,US,mobile,B
400,2026-01-29,UK,desktop,B
401,2026-01-09,FR,desktop,A
402,2026-01-04,FR,mobile,A
403,2026-01-01,DE,desktop,A
404,2026-01-04,FR,desktop,A
405,2026-01-01,UK,desktop,B
406,2026-01-14,FR,mobile,B
407,2026-01-21,DE,mobile,B
408,2026-01-16,US,mobile,A
409,2026-01-20,UK,mobile,A
410,2026-01-24,US,desktop,A
411,2026-01-08,DE,mobile,B
412,2026-01-07,DE,mobile,A
413,2026-01-03,DE,desktop,B
414,2026-01-17,US,desktop,A
415,2026-01-01,US,desktop,B
416,2026-01-16,US,mobile,B
417,2026-01-12,US,mobile,A
418,2026-01-27,DE,mobile,A
419,2026-01-19,DE,desktop,B
420,2026-01-22,UK,desktop,B
421,2026-01-23,UK,mobile,A
422,2026-01-22,US,desktop,A
423,2026-01-14,FR,desktop,B
424,2026-01-30,FR,desktop,A
425,2026-01-06,DE,mobile,B
426,2026-01-06,DE,desktop,B
427,2026-01-13,DE,desktop,A
428,2026-01-19,UK,mobile,A
429,2026-01-22,UK,mobile,A
430,2026-01-08,DE,desktop,A
431,2026-01-27,DE,desktop,A
432,2026-01-27,DE,mobile,B
433,2026-01-02,FR,mobile,B
434,2026-01-21,UK,desktop,A
435,2026-01-30,FR,desktop,A
436,2026-01-01,FR,desktop,A
437,2026-01-28,DE,desktop,B
438,2026-01-15,DE,mobile,A
439,2026-01-01,US,desktop,A
440,2026-01-05,US,desktop,B
441,2026-01-28,FR,mobile,B
442,2026-01-29,UK,desktop,A
443,2026-01-16,DE,mobile,A
444,2026-01-19,DE,desktop,A
445,2026-01-04,FR,desktop,B
446,2026-01-03,US,mobile,A
447,2026-01-17,UK,mobile,A
448,2026-01-17,US,desktop,A
449,2026-01-12,US,desktop,B
450,2026-01-28,US,desktop,B
451,2026-01-30,US,mobile,A
452,2026-01-29,DE,desktop,A
453,2026-01-14,DE,mobile,B
454,2026-01-21,US,mobile,B
455,2026-01-06,UK,desktop,B
456,2026-01-03,FR,mobile,B
457,2026-01-28,UK,desktop,B
458,2026-01-09,UK,desktop,B
459,2026-01-05,UK,desktop,B
460,2026-01-24,US,desktop,B
461,2026-01-29,DE,desktop,B
462,2026-01-17,UK,mobile,A
463,2026-01-14,US,mobile,A
464,2026-01-21,UK,desktop,A
465,2026-01-03,UK,desktop,B
466,2026-01-28,US,mobile,A
467,2026-01-01,DE,mobile,B
468,2026-01-20,DE,mobile,B
469,2026-01-29,FR,mobile,A
470,2026-01-21,US,desktop,B
471,2026-01-23,FR,desktop,A
472,2026-01-01,FR,mobile,A
473,2026-01-03,FR,desktop,A
474,2026-01-18,DE,mobile,B
475,2026-01-25,US,desktop,A
476,2026-01-10,FR,mobile,B
477,2026-01-22,US,desktop,A
478,2026-01-26,US,mobile,A
479,2026-01-03,DE,mobile,A
480,2026-01-08,FR,desktop,B
481,2026-01-14,FR,mobile,B
482,2026-01-24,US,desktop,B
483,2026-01-18,UK,desktop,A
484,2026-01-15,DE,mobile,A
485,2026-01-22,DE,desktop,B
486,2026-01-23,DE,desktop,B
487,2026-01-02,DE,desktop,B
488,2026-01-27,FR,desktop,B
489,2026-01-10,FR,desktop,B
490,2026-01-02,UK,mobile,B
491,2026-01-26,DE,desktop,A
492,2026-01-17,DE,desktop,B
493,2026-01-08,US,desktop,A
494,2026-01-01,FR,desktop,A
495,2026-01-09,DE,desktop,B
496,2026-01-11,UK,mobile,B
497,2026-01-22,UK,desktop,A
498,2026-01-16,FR,mobile,B
499,2026-01-07,UK,mobile,B
500,2026-01-29,UK,mobile,A
501,2026-01-10,FR,mobile,A
502,2026-01-23,DE,desktop,A
503,2026-01-26,DE,mobile,B
504,2026-01-03,UK,mobile,A
505,2026-01-18,UK,desktop,B
506,2026-01-25,DE,desktop,A
507,2026-01-24,FR,desktop,A
508,2026-01-13,UK,mobile,A
509,2026-01-28,US,desktop,B
510,2026-01-26,FR,desktop,B
511,2026-01-07,UK,mobile,A
512,2026-01-25,UK,desktop,A
513,2026-01-04,US,desktop,A
514,2026-01-13,US,desktop,B
515,2026-01-20,DE,desktop,A
516,2026-01-01,FR,mobile,B
517,2026-01-08,FR,desktop,A
518,2026-01-14,DE,desktop,A
519,2026-01-16,FR,mobile,A
520,2026-01-14,FR,desktop,A
521,2026-01-12,FR,mobile,A
522,2026-01-19,FR,desktop,A
523,2026-01-23,FR,mobile,B
524,2026-01-15,US,mobile,A
525,2026-01-28,FR,mobile,B
526,2026-01-02,US,mobile,A
527,2026-01-02,FR,desktop,A
528,2026-01-23,DE,mobile,B
529,2026-01-22,UK,desktop,A
530,2026-01-19,US,mobile,B
531,2026-01-25,FR,mobile,B
532,2026-01-26,DE,mobile,A
533,2026-01-30,UK,desktop,B
534,2026-01-29,US,mobile,B
535,2026-01-22,UK,desktop,A
536,2026-01-26,DE,desktop,B
537,2026-01-26,US,desktop,A
538,2026-01-22,UK,desktop,A
539,2026-01-17,FR,desktop,A
540,2026-01-20,US,desktop,A
541,2026-01-10,UK,desktop,B
542,2026-01-06,DE,desktop,A
543,2026-01-15,DE,desktop,A
544,2026-01-22,US,mobile,B
545,2026-01-11,UK,mobile,A
546,2026-01-28,US,mobile,A
547,2026-01-05,US,mobile,B
548,2026-01-01,UK,mobile,B
549,2026-01-08,UK,desktop,B
550,2026-01-21,FR,desktop,B
551,2026-01-28,UK,desktop,B
552,2026-01-12,DE,desktop,B
553,2026-01-12,US,desktop,B
554,2026-01-05,US,desktop,A
555,2026-01-07,DE,desktop,B
556,2026-01-04,UK,mobile,B
557,2026-01-06,DE,mobile,B
558,2026-01-13,DE,mobile,A
559,2026-01-20,FR,mobile,A
560,2026-01-30,DE,desktop,B
561,2026-01-15,US,desktop,B
562,2026-01-03,DE,desktop,B
563,2026-01-23,US,mobile,A
564,2026-01-08,US,desktop,A
565,2026-01-20,US,desktop,B
566,2026-01-16,UK,desktop,A
567,2026-01-13,FR,mobile,B
568,2026-01-18,US,desktop,A
569,2026-01-28,US,mobile,A
570,2026-01-10,UK,mobile,B
571,2026-01-30,US,mobile,B
572,2026-01-19,DE,mobile,B
573,2026-01-17,DE,desktop,B
574,2026-01-24,FR,mobile,A
575,2026-01-19,US,mobile,A
576,2026-01-28,UK,desktop,A
577,2026-01-26,DE,desktop,B
578,2026-01-23,UK,mobile,A
579,2026-01-26,UK,desktop,B
580,2026-01-05,DE,mobile,A
581,2026-01-26,UK,mobile,B
582,2026-01-21,DE,mobile,B
583,2026-01-30,UK,mobile,A
584,2026-01-23,DE,desktop,B
585,2026-01-09,US,mobile,B
586,2026-01-12,FR,desktop,A
587,2026-01-21,DE,desktop,B
588,2026-01-01,DE,desktop,B
589,2026-01-26,FR,desktop,B
590,2026-01-26,DE,mobile,A
591,2026-01-01,DE,desktop,A
592,2026-01-15,UK,mobile,B
593,2026-01-02,FR,desktop,A
594,2026-01-30,US,desktop,B
595,2026-01-22,DE,mobile,B
596,2026-01-16,FR,mobile,B
597,2026-01-25,UK,mobile,B
598,2026-01-08,US,desktop,B
599,2026-01-13,FR,desktop,A
600,2026-01-21,US,mobile,B
601,2026-01-01,US,mobile,A
602,2026-01-16,US,mobile,A
603,2026-01-29,DE,mobile,B
604,2026-01-07,DE,desktop,B
605,2026-01-05,UK,mobile,A
606,2026-01-22,UK,mobile,A
607,2026-01-29,FR,mobile,A
608,2026-01-23,UK,mobile,B
609,2026-01-03,US,desktop,A
610,2026-01-12,US,mobile,B
611,2026-01-26,DE,desktop,B
612,2026-01-16,US,mobile,B
613,2026-01-19,FR,mobile,A
614,2026-01-05,US,desktop,B
615,2026-01-22,US,mobile,B
616,2026-01-25,FR,desktop,B
617,2026-01-29,UK,desktop,B
618,2026-01-14,UK,mobile,B
619,2026-01-28,FR,desktop,A
620,2026-01-05,DE,desktop,B
621,2026-01-15,US,desktop,B
622,2026-01-17,FR,desktop,A
623,2026-01-30,US,desktop,B
624,2026-01-14,DE,desktop,A
625,2026-01-30,US,desktop,B
626,2026-01-20,FR,desktop,A
627,2026-01-05,US,mobile,A
628,2026-01-12,UK,mobile,B
629,2026-01-16,DE,desktop,B
630,2026-01-26,DE,mobile,B
631,2026-01-26,DE,desktop,A
632,2026-01-16,FR,desktop,A
633,2026-01-21,DE,mobile,A
634,2026-01-07,UK,desktop,B
635,2026-01-04,FR,desktop,A
636,2026-01-01,UK,desktop,A
637,2026-01-30,US,desktop,B
638,2026-01-30,US,mobile,A
639,2026-01-05,US,desktop,A
640,2026-01-23,US,desktop,B
641,2026-01-26,UK,desktop,A
642,2026-01-10,FR,mobile,B
643,2026-01-22,FR,desktop,B
644,2026-01-05,DE,mobile,B
645,2026-01-04,UK,mobile,B
646,2026-01-02,US,desktop,B
647,2026-01-20,UK,desktop,A
648,2026-01-10,DE,mobile,A
649,2026-01-26,DE,desktop,B
650,2026-01-19,UK,mobile,B
651,2026-01-26,UK,mobile,A
652,2026-01-01,UK,desktop,B
653,2026-01-24,FR,desktop,B
654,2026-01-05,US,mobile,B
655,2026-01-13,UK,mobile,A
656,2026-01-04,UK,mobile,A
657,2026-01-16,UK,mobile,B
658,2026-01-24,DE,desktop,B
659,2026-01-16,DE,desktop,A
660,2026-01-23,FR,desktop,A
661,2026-01-02,US,desktop,B
662,2026-01-17,FR,desktop,B
663,2026-01-28,US,mobile,A
664,2026-01-27,DE,desktop,A
665,2026-01-20,DE,desktop,A
666,2026-01-24,DE,desktop,B
667,2026-01-12,FR,desktop,A
668,2026-01-18,UK,desktop,B
669,2026-01-03,UK,mobile,A
670,2026-01-28,DE,mobile,A
671,2026-01-01,UK,mobile,A
672,2026-01-01,UK,desktop,A
673,2026-01-29,FR,mobile,B
674,2026-01-19,US,mobile,B
675,2026-01-11,DE,desktop,A
676,2026-01-05,DE,desktop,B
677,2026-01-12,FR,desktop,A
678,2026-01-03,FR,mobile,A
679,2026-01-01,UK,mobile,A
680,2026-01-01,DE,desktop,A
681,2026-01-08,US,desktop,B
682,2026-01-10,FR,mobile,A
683,2026-01-11,US,mobile,A
684,2026-01-12,US,desktop,B
685,2026-01-29,DE,desktop,A
686,2026-01-13,DE,mobile,A
687,2026-01-12,FR,desktop,A
688,2026-01-14,DE,mobile,B
689,2026-01-02,DE,mobile,A
690,2026-01-29,DE,mobile,B
691,2026-01-19,US,mobile,A
692,2026-01-18,FR,desktop,A
693,2026-01-03,UK,desktop,B
694,2026-01-23,US,mobile,A
695,2026-01-17,DE,mobile,A
696,2026-01-26,US,mobile,B
697,2026-01-08,DE,mobile,B
698,2026-01-29,DE,mobile,B
699,2026-01-26,US,desktop,B
700,2026-01-10,FR,desktop,B
701,2026-01-26,DE,desktop,A
702,2026-01-30,FR,desktop,B
703,2026-01-02,UK,mobile,A
704,2026-01-19,DE,mobile,A
705,2026-01-09,FR,mobile,A
706,2026-01-07,FR,mobile,B
707,2026-01-04,UK,mobile,B
708,2026-01-26,FR,desktop,A
709,2026-01-21,FR,mobile,B
710,2026-01-18,UK,desktop,B
711,2026-01-13,DE,desktop,B
712,2026-01-11,FR,desktop,B
713,2026-01-29,FR,desktop,A
714,2026-01-24,FR,mobile,A
715,2026-01-04,US,desktop,B
716,2026-01-25,UK,desktop,A
717,2026-01-21,US,desktop,B
718,2026-01-29,UK,mobile,B
719,2026-01-25,DE,mobile,A
720,2026-01-04,DE,mobile,A
721,2026-01-10,FR,desktop,A
722,2026-01-05,UK,desktop,B
723,2026-01-09,DE,mobile,A
724,2026-01-24,UK,desktop,B
725,2026-01-03,DE,mobile,A
726,2026-01-17,US,mobile,A
727,2026-01-03,DE,desktop,B
728,2026-01-16,US,desktop,B
729,2026-01-04,DE,desktop,B
730,2026-01-18,FR,desktop,B
731,2026-01-17,US,mobile,B
732,2026-01-07,DE,mobile,B
733,2026-01-24,FR,mobile,B
734,2026-01-23,US,mobile,B
735,2026-01-30,FR,mobile,A
736,2026-01-05,UK,desktop,B
737,2026-01-12,UK,mobile,B
738,2026-01-17,US,mobile,A
739,2026-01-23,DE,mobile,B
740,2026-01-13,US,desktop,A
741,2026-01-23,FR,desktop,A
742,2026-01-25,DE,desktop,B
743,2026-01-03,UK,desktop,A
744,2026-01-09,DE,mobile,B
745,2026-01-30,UK,mobile,A
746,2026-01-17,DE,desktop,A
747,2026-01-17,DE,desktop,A
748,2026-01-30,DE,mobile,B
749,2026-01-20,FR,mobile,B
750,2026-01-16,FR,desktop,A
751,2026-01-25,US,desktop,A
752,2026-01-22,US,desktop,B
753,2026-01-13,UK,desktop,B
754,2026-01-27,FR,mobile,A
755,2026-01-19,UK,mobile,A
756,2026-01-17,US,mobile,B
757,2026-01-04,UK,desktop,B
758,2026-01-12,US,desktop,B
759,2026-01-29,FR,mobile,B
760,2026-01-09,DE,mobile,B
761,2026-01-19,FR,mobile,A
762,2026-01-12,UK,mobile,B
763,2026-01-09,UK,desktop,A
764,2026-01-07,FR,mobile,B
765,2026-01-28,FR,mobile,A
766,2026-01-14,US,mobile,B
767,2026-01-20,UK,mobile,B
768,2026-01-19,UK,mobile,A
769,2026-01-26,FR,mobile,A
770,2026-01-15,DE,mobile,B
771,2026-01-16,UK,desktop,B
772,2026-01-21,DE,desktop,B
773,2026-01-05,FR,desktop,B
774,2026-01-03,FR,desktop,B
775,2026-01-12,US,mobile,A
776,2026-01-25,UK,desktop,A
777,2026-01-20,DE,desktop,B
778,2026-01-27,US,mobile,A
779,2026-01-21,UK,mobile,A
780,2026-01-04,US,desktop,A
781,2026-01-21,FR,desktop,B
782,2026-01-23,UK,mobile,A
783,2026-01-16,US,desktop,B
784,2026-01-25,US,mobile,A
785,2026-01-07,DE,mobile,B
786,2026-01-13,US,mobile,A
